ad_clicks,ad_clicks_unique,ad_impressions,ad_impressions_unique,ad_network_id,advertiser_id,country.code,date_hour,events,installs,is_reengagement,payouts,publisher_id,publisher_sub_ad.ref,publisher_sub_adgroup.ref,publisher_sub_campaign.ref,publisher_sub_publisher.ref,publisher_sub_site.ref,site_id
30,0,0,0,0,877,UK,"2016-11-17 22:00:00",0,0,0,0,365,,,,,,47266
90,0,0,0,0,877,IE,"2016-11-17 13:00:00",0,0,0,0,1899,,,,,,533
0,0,0,0,0,877,US,"2016-11-17 13:00:00",0,1,0,0,0,,,,,,113773
12,0,0,0,0,877,SE,"2016-11-17 12:00:00",0,0,0,0,142476,,,,,,533
204,0,0,0,0,877,AT,"2016-11-17 08:00:00",0,0,0,0,1899,,,,,,533
30,0,0,0,0,877,NL,"2016-11-17 10:00:00",0,0,0,0,142476,,,,,,533
0,0,1,1,98,877,RU,"2016-11-17 03:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,5767da97de4dacbc140000e7,2962
30,0,0,0,0,877,IT,"2016-11-17 10:00:00",0,0,0,0,365,,,,,,47266
6,0,0,0,0,877,CA,"2016-11-17 22:00:00",0,0,0,0,365,,,,,,47266
174,0,0,0,0,877,US,"2016-11-17 06:00:00",0,0,0,0,142476,,,,,,533
0,0,0,0,0,877,IN,"2016-11-17 15:00:00",1,0,0,0,0,,,,,,2385
0,0,1,0,98,877,FR,"2016-11-17 22:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,57d7abb2c398fa221e00000a,2962
713,0,0,0,0,877,DE,"2016-11-17 15:00:00",0,0,0,0,1899,,,,,,533
1,1,0,0,214,877,KR,"2016-11-17 08:00:00",0,0,0,0,12738,,,14305,,,2962
1,1,0,0,0,877,MA,"2016-11-17 08:00:00",0,0,0,0,587,,,,,,2385
6,0,0,0,0,877,DK,"2016-11-17 09:00:00",0,0,0,0,142476,,,,,,533
174,0,0,0,0,877,US,"2016-11-17 16:00:00",0,0,0,0,142476,,,,,,533
24,0,0,0,0,877,AT,"2016-11-17 09:00:00",0,0,0,0,365,,,,,,47266
6,0,0,0,0,877,DK,"2016-11-17 16:00:00",0,0,0,0,365,,,,,,47266
6,0,0,0,0,877,IE,"2016-11-17 10:00:00",0,0,0,0,142476,,,,,,533
174,0,0,0,0,877,US,"2016-11-17 21:00:00",0,0,0,0,142476,,,,,,533
102,0,0,0,0,877,DE,"2016-11-17 07:00:00",0,0,0,0,365,,,,,,47266
24,0,0,0,0,877,IE,"2016-11-17 13:00:00",0,0,0,0,365,,,,,,47266
30,0,0,0,0,877,IT,"2016-11-17 02:00:00",0,0,0,0,365,,,,,,47266
354,0,0,0,0,877,US,"2016-11-17 06:00:00",0,0,0,0,365,,,,,,47266
30,0,0,0,0,877,AT,"2016-11-17 08:00:00",0,0,0,0,142476,,,,,,533
6,0,0,0,0,877,IE,"2016-11-17 03:00:00",0,0,0,0,142476,,,,,,533
30,0,0,0,0,877,AT,"2016-11-17 11:00:00",0,0,0,0,142476,,,,,,533
0,0,3,0,98,877,RU,"2016-11-17 04:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,5432c0f02f64768173000111,2962
0,0,0,0,0,877,US,"2016-11-17 03:00:00",0,10,0,0,0,,,,,,114023
60,0,0,0,0,877,NL,"2016-11-17 04:00:00",0,0,0,0,365,,,,,,47266
294,0,0,0,0,877,UK,"2016-11-17 13:00:00",0,0,0,0,1899,,,,,,533
24,0,0,0,0,877,IE,"2016-11-17 20:00:00",0,0,0,0,365,,,,,,47266
0,0,1,1,98,877,RU,"2016-11-17 01:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,5432c0f02f64768173000111,2962
6,2,0,0,1993,877,US,"2016-11-17 17:00:00",0,0,0,0,308307,,,,,,121609
1,1,0,0,1783,877,US,"2016-11-17 05:00:00",0,0,0,0,181341,,,,[PID],,2962
