ad_clicks,ad_clicks_unique,ad_impressions,ad_impressions_unique,ad_network_id,advertiser_id,country.code,date_hour,events,installs,is_reengagement,payouts,publisher_id,publisher_sub_ad.ref,publisher_sub_adgroup.ref,publisher_sub_campaign.ref,publisher_sub_publisher.ref,publisher_sub_site.ref,site_id
6,0,0,0,0,877,CA,"2016-11-19 11:00:00",0,0,0,0,365,,,,,,47266
6,0,0,0,0,877,DK,"2016-11-19 09:00:00",0,0,0,0,142476,,,,,,533
348,0,0,0,0,877,US,"2016-11-19 13:00:00",0,0,0,0,365,,,,,,47266
30,0,0,0,0,877,UK,"2016-11-19 11:00:00",0,0,0,0,365,,,,,,47266
0,0,1,0,98,877,CN,"2016-11-19 20:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,50046b006d791be34e17e959,2962
78,0,0,0,0,877,DE,"2016-11-19 00:00:00",0,0,0,0,365,,,,,,533
42,0,0,0,0,877,AT,"2016-11-19 14:00:00",0,0,0,0,365,,,,,,533
90,0,0,0,0,877,IE,"2016-11-19 04:00:00",0,0,0,0,1899,,,,,,533
348,0,0,0,0,877,US,"2016-11-19 17:00:00",0,0,0,0,365,,,,,,47266
36,0,0,0,0,877,SE,"2016-11-19 22:00:00",0,0,0,0,365,,,,,,47266
6,0,0,0,0,877,CH,"2016-11-19 17:00:00",0,0,0,0,365,,,,,,47266
30,0,0,0,0,877,UK,"2016-11-19 18:00:00",0,0,0,0,365,,,,,,47266
168,0,0,0,0,877,CA,"2016-11-19 14:00:00",0,0,0,0,1899,,,,,,533
112,0,0,0,0,877,SE,"2016-11-19 10:00:00",0,0,0,0,1899,,,,,,533
42,0,0,0,0,877,UK,"2016-11-19 16:00:00",0,0,0,0,365,,,,,,533
1,1,0,0,1072,877,JO,"2016-11-19 08:00:00",0,0,0,0,75940,8403,5401,767,37541,,2962
0,0,0,0,0,877,IR,"2016-11-19 06:00:00",5,0,0,0,0,,,,,,123959
174,0,0,0,0,877,US,"2016-11-19 03:00:00",0,0,0,0,142476,,,,,,533
30,0,0,0,0,877,UK,"2016-11-19 16:00:00",0,0,0,0,365,,,,,,47266
60,0,0,0,0,877,NL,"2016-11-19 10:00:00",0,0,0,0,365,,,,,,47266
390,0,0,0,0,877,NL,"2016-11-19 22:00:00",0,0,0,0,1899,,,,,,533
24,0,0,0,0,877,IE,"2016-11-19 10:00:00",0,0,0,0,365,,,,,,47266
0,0,4,4,98,877,RU,"2016-11-19 00:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,50046b006d791be34e17e959,2962
6,0,0,0,0,877,CH,"2016-11-19 16:00:00",0,0,0,0,142476,,,,,,533
6,0,0,0,0,877,IE,"2016-11-19 06:00:00",0,0,0,0,142476,,,,,,533
0,0,0,0,0,877,US,"2016-11-19 02:00:00",0,5,0,0,0,,,,,,113773
0,0,1,1,98,877,RU,"2016-11-19 02:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,5767da97de4dacbc140000e7,2962
1,1,0,0,5,877,IN,"2016-11-19 21:00:00",0,0,0,0,75692,95477136527,,651081503,d,AdMob,60916
12,0,0,0,0,877,DK,"2016-11-19 16:00:00",0,0,0,0,365,,,,,,47266
42,0,0,0,0,877,UK,"2016-11-19 17:00:00",0,0,0,0,365,,,,,,533
42,0,0,0,0,877,AT,"2016-11-19 15:00:00",0,0,0,0,365,,,,,,533
0,0,1,0,98,877,CN,"2016-11-19 03:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,521b36c58e60e5e30d000008,2962
78,0,0,0,0,877,DE,"2016-11-19 02:00:00",0,0,0,0,365,,,,,,533
6,0,0,0,0,877,DK,"2016-11-19 08:00:00",0,0,0,0,142476,,,,,,533
216,0,0,0,0,877,AT,"2016-11-19 06:00:00",0,0,0,0,1899,,,,,,533
0,0,0,0,0,877,US,"2016-11-19 12:00:00",0,6,0,0,0,,,,,,113773
6,0,0,0,0,877,CH,"2016-11-19 21:00:00",0,0,0,0,365,,,,,,47266
126,0,0,0,0,877,SE,"2016-11-19 16:00:00",0,0,0,0,1899,,,,,,533
0,0,0,0,808,877,AU,"2016-11-19 00:00:00",0,0,0,0,56214,,,6424760,0,,2962
0,0,1,1,98,877,RU,"2016-11-19 20:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,50046b006d791be34e17e959,2962
18,0,0,0,0,877,CA,"2016-11-19 22:00:00",0,0,0,0,365,,,,,,533
349,0,0,0,0,877,US,"2016-11-19 16:00:00",0,0,0,0,365,,,,,,47266
1889,0,0,0,0,877,US,"2016-11-19 18:00:00",0,0,0,0,1899,,,,,,533
1,1,0,0,1783,877,US,"2016-11-19 22:00:00",0,0,0,0,181341,,,,[PID],,2962
24,0,0,0,0,877,IE,"2016-11-19 07:00:00",0,0,0,0,365,,,,,,47266
0,0,0,0,1072,877,MV,"2016-11-19 00:00:00",0,0,0,0,75940,8403,5401,767,37541,,2962
6,0,0,0,0,877,IT,"2016-11-19 03:00:00",0,0,0,0,142476,,,,,,533
18,0,0,0,0,877,CA,"2016-11-19 21:00:00",0,0,0,0,142476,,,,,,533
18,0,0,0,0,877,CA,"2016-11-19 12:00:00",0,0,0,0,365,,,,,,533
42,0,0,0,0,877,UK,"2016-11-19 23:00:00",0,0,0,0,365,,,,,,533
71,0,0,0,0,877,DE,"2016-11-19 16:00:00",0,0,0,0,365,,,,,,533
725,0,0,0,0,877,DE,"2016-11-19 14:00:00",0,0,0,0,1899,,,,,,533
66,0,0,0,0,877,CH,"2016-11-19 01:00:00",0,0,0,0,1899,,,,,,533
216,0,0,0,0,877,AT,"2016-11-19 22:00:00",0,0,0,0,1899,,,,,,533
30,0,0,0,0,877,AT,"2016-11-19 08:00:00",0,0,0,0,142476,,,,,,533
